datetime_utc,datetime_et,session,open,high,low,close,volume
2026-07-02 03:17,2026-07-01 23:17,OVN,1036.48,1037.0,1036.45,1036.45,558
2026-07-02 03:18,2026-07-01 23:18,OVN,1036.1,1037.0,1035.0,1035.11,852
2026-07-02 03:19,2026-07-01 23:19,OVN,1035.11,1035.89,1034.83,1035.88,452
2026-07-02 03:20,2026-07-01 23:20,OVN,1035.89,1036.4,1035.13,1035.34,291
2026-07-02 03:21,2026-07-01 23:21,OVN,1035.22,1035.22,1032.02,1032.19,1148
2026-07-02 03:22,2026-07-01 23:22,OVN,1032.19,1033.5,1032.1,1032.1,1022
2026-07-02 03:23,2026-07-01 23:23,OVN,1032.21,1032.21,1030.99,1031.31,1147
2026-07-02 03:24,2026-07-01 23:24,OVN,1031.54,1031.99,1030.23,1031.42,994
2026-07-02 03:25,2026-07-01 23:25,OVN,1031.42,1032.51,1030.5,1030.5,733
2026-07-02 03:26,2026-07-01 23:26,OVN,1030.5,1030.99,1029.34,1029.61,1726
2026-07-02 03:27,2026-07-01 23:27,OVN,1029.61,1032.52,1029.09,1031.63,2279
2026-07-02 03:28,2026-07-01 23:28,OVN,1032.42,1033.39,1032.17,1033.08,321
2026-07-02 03:29,2026-07-01 23:29,OVN,1032.76,1032.76,1030.39,1030.5,459
2026-07-02 03:30,2026-07-01 23:30,OVN,1030.91,1032.76,1030.0,1032.04,911
2026-07-02 03:31,2026-07-01 23:31,OVN,1032.99,1033.76,1031.76,1033.02,1351
2026-07-02 03:32,2026-07-01 23:32,OVN,1033.02,1033.58,1032.0,1033.2,591
2026-07-02 03:33,2026-07-01 23:33,OVN,1033.07,1035.25,1032.5,1034.92,793
2026-07-02 03:34,2026-07-01 23:34,OVN,1035.24,1036.17,1035.0,1036.0,465
2026-07-02 03:35,2026-07-01 23:35,OVN,1035.25,1036.01,1033.99,1035.0,257
2026-07-02 03:36,2026-07-01 23:36,OVN,1035.0,1035.5,1033.9,1034.0,922
2026-07-02 03:37,2026-07-01 23:37,OVN,1033.76,1033.76,1032.04,1032.93,681
2026-07-02 03:38,2026-07-01 23:38,OVN,1032.79,1034.69,1032.7,1034.38,479
2026-07-02 03:39,2026-07-01 23:39,OVN,1034.38,1034.38,1032.68,1032.68,304
2026-07-02 03:40,2026-07-01 23:40,OVN,1033.0,1033.96,1032.45,1032.98,329
2026-07-02 03:41,2026-07-01 23:41,OVN,1032.91,1032.98,1030.6,1031.44,875
2026-07-02 03:42,2026-07-01 23:42,OVN,1030.9,1032.22,1030.0,1031.14,1926
2026-07-02 03:43,2026-07-01 23:43,OVN,1031.78,1031.84,1030.0,1030.21,642
2026-07-02 03:44,2026-07-01 23:44,OVN,1030.02,1031.44,1030.0,1031.02,1533
2026-07-02 03:45,2026-07-01 23:45,OVN,1031.09,1031.09,1028.69,1028.99,925
2026-07-02 03:46,2026-07-01 23:46,OVN,1028.91,1031.0,1028.41,1030.36,1278
2026-07-02 03:47,2026-07-01 23:47,OVN,1030.35,1030.4,1028.48,1028.7,1232
2026-07-02 03:48,2026-07-01 23:48,OVN,1028.7,1029.0,1026.78,1027.11,1483
2026-07-02 03:49,2026-07-01 23:49,OVN,1027.0,1029.0,1026.22,1029.0,1235
2026-07-02 03:50,2026-07-01 23:50,OVN,1029.0,1031.41,1029.0,1029.53,1448
2026-07-02 03:51,2026-07-01 23:51,OVN,1029.53,1030.29,1029.0,1029.0,359
2026-07-02 03:52,2026-07-01 23:52,OVN,1029.02,1030.72,1029.0,1030.67,494
2026-07-02 03:53,2026-07-01 23:53,OVN,1030.68,1032.35,1030.11,1031.4,1084
2026-07-02 03:54,2026-07-01 23:54,OVN,1031.4,1031.65,1030.51,1031.39,430
2026-07-02 03:55,2026-07-01 23:55,OVN,1031.91,1032.02,1030.66,1031.2,110
2026-07-02 03:56,2026-07-01 23:56,OVN,1031.55,1034.0,1031.2,1033.52,1234
2026-07-02 03:57,2026-07-01 23:57,OVN,1033.4,1033.5,1032.27,1032.44,464
2026-07-02 03:58,2026-07-01 23:58,OVN,1032.52,1032.52,1028.0,1031.0,845
2026-07-02 03:59,2026-07-01 23:59,OVN,1030.51,1030.51,1029.51,1030.0,353
